,
,CPU,Memory,
Time,%CPU,RAM used
0,70,161676
1,69,168944
2,109,170720
3,45,173852
4,121,198308
5,144,241252
6,106,246128
7,114,247304
8,123,256416
9,115,264676
10,113,270876
11,111,279312
12,110,285272
13,107,296876
14,108,303672
15,107,313460
16,112,321500
17,115,349328
18,112,377832
19,102,396228
20,70,396228
21,19,396228
22,20,396228
23,19,396228
24,25,396228
25,19,396228
26,20,396228
27,20,396228
28,19,396228
29,23,396244
30,40,396244
31,111,400096
32,113,405864
33,113,409556
34,113,416080
35,116,419592
36,118,423072
37,116,431480
38,120,437860
39,118,443148
40,114,451080
41,110,457772
42,109,464696
43,107,473300
44,108,477640
45,107,477684
46,107,479860
47,111,486020
48,108,495124
49,106,499444
50,107,500228
51,110,504312
52,110,508472
53,110,521920
54,108,527308
55,112,538676
56,109,547828
57,110,561600
58,81,575464
59,75,585892
60,107,602464
61,110,610812
62,112,618060
63,120,625988
64,113,631748
65,111,641472
66,108,645468
67,110,656108
68,110,672632
69,110,686068
70,112,708492
71,108,734792
72,100,735656
73,100,735656
74,77,735656
75,19,735656
76,21,735656
77,18,735656
78,20,735656
79,19,735656
80,20,735656
81,20,735656
82,19,735656
83,19,735656
84,20,735656
85,19,735656
86,20,735656
87,20,735656
88,19,735656
89,20,735656
90,34,735656
91,107,740532
92,112,755352
93,116,768188
94,114,777760
95,120,784476
96,111,792128
97,111,803668
98,112,817736
99,108,828680
100,108,843116
101,106,853040
102,114,871168
103,112,899452
104,101,905620
105,101,905620
106,99,905620
107,63,905620
108,20,905620
109,20,905620
110,34,905620
111,19,905620
112,23,905620
113,19,905628
114,22,905624
115,27,905624
116,19,905624
117,19,905624
118,21,905624
119,22,905624
120,40,905640
121,111,911672
122,116,926344
123,114,937988
124,117,946392
125,114,955644
126,111,961884
127,109,979500
128,108,993236
129,106,998488
130,110,1006692
131,107,1020088
132,110,1022912
133,112,1045584
134,114,1064004
135,111,1075452
136,114,1074588
137,110,1077372
138,100,1078764
139,100,1078764
140,100,1078764
141,100,1078764
142,100,1078764
143,100,1078764
144,100,1078764
145,100,1078764
146,100,1078764
147,100,1078764
148,100,1078764
149,79,1078764
150,40,1078764
151,102,1079152
152,115,1082984
153,111,1085404
154,116,1085708
155,111,1094844
156,102,1094996
157,100,1095012
158,99,1095016
159,99,1095016
160,100,1095016
161,101,1095016
162,83,1095016
163,20,1095016
164,20,1095016
165,18,1095016
166,20,1095016
167,20,1095016
168,20,1095016
169,18,1095016
170,27,1095016
171,19,1095016
172,19,1095016
173,20,1095016
174,20,1095016
175,19,1095016
176,19,1095016
177,20,1095016
178,20,1095016
179,19,1095016
180,48,1095016
181,109,1095080
182,121,1095484
183,119,1097592
184,120,1101728
185,120,1102900
186,112,1104600
187,118,1104856
188,125,1104976
189,123,1104236
190,118,1104648
191,117,1104856
192,119,1103996
193,121,1105096
194,114,1105712
195,125,1109340
196,100,1110116
197,100,1110116
198,100,1110116
199,100,1110116
200,101,1110116
201,99,1110116
202,100,1110116
203,100,1110116
204,101,1110116
205,99,1110116
206,100,1110116
207,100,1110116
208,25,1110116
209,20,1110116
210,71,1110144
211,113,1111328
212,137,1112540
213,157,1116460
214,159,1138044
215,132,1158360
216,115,1167428
217,113,1168048
218,111,1169376
219,108,1168996
220,107,1168880
221,108,1169388
222,116,1169800
223,118,1169292
224,99,1169292
225,100,1169292
226,101,1169292
227,100,1169292
228,99,1169292
229,101,1169292
230,100,1169292
231,100,1169292
232,100,1169292
233,100,1169292
234,100,1169292
235,99,1169292
236,101,1169292
237,100,1169292
238,99,1169292
239,94,1169292
